Metric,Value
Accuracy,0.9287975430488586
Precision,0.9432802200317383
Recall,0.9287975430488586
F1 Score,0.9312357902526855
Mean AUROC,0.9807689785957336
AUROC_Class_F0,0.9999999403953552
AUROC_Class_F1,0.9479596614837646
AUROC_Class_F2,0.9591382145881653
AUROC_Class_F3,0.9980249404907227
AUROC_Class_F4,0.9987219572067261
