Metric,Value
Accuracy,0.9810127019882202
Precision,0.9810127019882202
Recall,0.9810127019882202
F1 Score,0.9810127019882202
Mean AUROC,0.9964094161987305
AUROC_Class_F0,1.0
AUROC_Class_F1,0.9983343482017517
AUROC_Class_F2,0.9965289831161499
AUROC_Class_F3,0.987183690071106
AUROC_Class_F4,0.9999999403953552
