Metric,Value
Accuracy,0.9272152781486511
Precision,0.9422663450241089
Recall,0.9272152781486511
F1 Score,0.9298118948936462
Mean AUROC,0.9812210202217102
AUROC_Class_F0,1.0
AUROC_Class_F1,0.9450143575668335
AUROC_Class_F2,0.9641172885894775
AUROC_Class_F3,0.998046875
AUROC_Class_F4,0.9989264607429504
